title,description
The Mammoth Book of Future Cops,"This is the future of Blade Runner and Akira, the world of cops and
crooks written across a bleak landscape of urban decay, pollution,
corruption, of multinational organisations pulling the strings of
government and controlling the world ..."
"Small Town : A Novel (Block, Lawrence)","That was the thing about New York -- if you loved it, if it worked for
you, it ruined you for anyplace else in the world. In this dazzlingly
constructed novel, Lawrence Block reveals the secret at the heart of
the Big Apple."
"The First Woman Doctor: The Story of Elizabeth Blackwell, M.D.","In 1840, there were no women doctors, but Elizabeth Blackwell became
one and gave other women the chance to be doctors."
Eternity Road,"A post-apocalyptic novel follows a small band of survivors--a scholar,
a soldier, and a healer--led by a young woman as they journey through
the fantastic, ruined America of the Roadmakers, a land both
prehistoric and computerized."
Western State Terrorism,"Western State Terrorism examines the political uses to shich the U.S.
and its allies have put the terrorism perpetrated by their official
enemies-often small scale terrorism compared to that sponsored by the
West."
Alien: Resurrection - The Novelization,"At the farthest reaches of the solar system, Ellen Ripley awakens on
board the space station &quot;Auriga&quot;."
"Introduction to Data Compression, Second Edition","The second edition of Introduction to Data Compression builds on the
features that made the first the logical choice-for practitioners who
need a comprehensive guide to compression for all types of multimedia
and instructors who want to ..."
Miss Marcie's Mischief (Zebra Valentine's Day Regency Romance),"Running away from school, a mischievous heiress falls for the handsome
driver of the London Mail Coach, not realizing that he is really a
handsome aristocrat who has disguised himself as a coachman to escape
the attentions of marriage ..."
Who's Running Your Career?: Creating Stable Work in Unstable Times,Learn how to foresee and take advantage of workforce trends.
Prophecy: What The Future Holds for You,"The best-selling psychic author of The Other Side and Back and Visits
from the Afterlife shares her insights into such topics as cancer
research, the conflicts in the Middle East, and the prospects of an
asteroid collision. 225,000 first ..."
Women of Sand and Myrrh,"In an unnamed Arab country, four women--Suha, who has a management
degree; Tamr, who went on a hunger strike to learn to read; Suzanne,
who pretends to commit suicide; and Nur, who sneaks out dressed as a
man--try to survive in a society ..."
A Twist of Fate (Indigo: Sensuous Love Stories),"After a simple mix-up at a fertility clinic, two people find that,
with a small twist of fate, perfection can come from places where one
would least expect it."
"Executive Coaching: Lead, Develop, Retain Motivated Talented People","This book effectively describes the current environment for executives
and includes the impact the information revolution has had on the
executive."
The Royal Bee,"In the days when only wealthy Korean children are allowed to attend
school, a poor boy named Song-ho learns by listening outside a
schoolroom door, which eventually earns him a chance to better himself
and make life easier for his widowed ..."
Feeling Good: The New Mood Therapy,"Reveals how depression can be regulated by developing self-esteem,
changing the habits of pessimistic thinking, and becoming aware of
distorted perceptions that bring on mood changes"
Babar Story Book : To Duet Or Not to Duet (Babar Series),"A young Babar learns an important lesson about the value of practice
when he plans to give a piano recital for which he has not prepared."
The Berets (Brotherhood of War Book V),"This is the 5th book in the Brotherhood of War series by W.E.B.
Griffin."
"The Original Adventures of Hank the Cowdog (Hank the Cowdog, 1)","For use in schools and libraries only. Hank the Cowdog, Head of Ranch
Security, is framed for the murder of a chicken and becomes an outlaw
with the coyotes."
Witta: An Irish Pagan Tradition (Llewellyn's World Magic),"The magick and ritual words come, as they did thousands of years ago,
from within the heart of the practitioner. Witta is the first
practical guide that teaches Irish paganism as a religious system
within the framework of Irish history."
"The Friar's Club Bible of Roasts, Toasts, Pokes and Jokes","From an acknowledged &quot;roastmaster&quot; comes the quintessential
handbook for public speakers at any occasion, featuring the best one-
liners, put-downs, anecdotes, and jokes for every conceivable subject."
Mature Christians Are Boring People: And Other Myths About Maturity in Christ,"Not your average devotional tot teens, this book provides in-your-face
wisdom that shows how spiritual maturity will give joy, excitement,
and profound opportunities to change the lives of friends and family."
Woman's Day Kidcraft Treasury,"Provides instructions and lists of materials for craft projects,
graded by level of experience, including toys, wearable and household
items, and holiday crafts."
Heechee Rendezvous,"Robinette Broadhead, who learned the secrets of a cache of Heechee
starships found hidden in an asteroid, is brought face to face with
the mysterious race who made them"
The Body in Blackwater Bay (Jack Stryker Mystery),"Convalescing after suffering a gunshot wound, Detective Lieutenant
Jack Stryker and his girlfriend are spending two weeks in the
Blackwater Bay area of the Great Lakes."
The Ink-Keeper's Apprentice,"A fourteen-year-old boy lives on his own in Tokyo and becomes
apprenticed to a famous Japanese cartoonist."
The Colour : A Novel,"An epic of life in New Zealand during the nineteenth century explores
the relationship between two newlyweds as they encounter the harsh
realities of their chosen home in the South Pacific."
"Escaping the Shadows, Seeking the Light: Christians in Recovery from Childhood Sexual Abuse","Nine women and three men recall their struggle to recover from
childhood sexual abuse and their renewed intimacy with God"
June Allyson,"From her days as a star at MGM, her marriage to Dick Powell--many
years her senior--and the desolation of her life after his death,
Allyson recounts her persistent, and ultimately successful, struggle
for a life of her own."
Dark Sky Legion: An Ahrimanic Novel,"Maaron Denthurion, a Televox with the mission to preserve the Human
Metastable Order, journeys to Olam, where amid turmoil, enslavement,
religious cults, and superstition he must determine the fate of the
planet and its inhabitants."
Seventy Times Seven: The Power of Forgiveness,"Tells stories of real people scarred by crime, betrayal, abuse, and
war, and how they used forgiveness to heal themselves and achieve
peace of mind"
A Parallel Life and Other Stories,"A collection of short stories A penetrating and satisfying collection
of sly but wise stories about passionate people, mostly women, who do
not seem satisfied with the limits society places on them."
Marriage Of Convenience (By Request 3'S) (By Request 3's),"Marriage Of Convenience by Penny Jordan released on Oct 25, 2000 is
available now for purchase."
Heaven: Your Real Home,"The wheelchair-bound artist and founder of a Christian outreach
program for the disabled describes her vision of heaven, encouraging
readers to look forward to the spiritual fulfillment waiting for them
after death"
A Woman Against the World,"Born in poverty, Therese Lachman makes her fortune as a courtesan and
spy in nineteenth-century Europe"
Blowing Zen: Finding an Authentic Life,"The author shares his remarkable journey from a barfly with nothing to
offer to a master of the Zen flute, revealing his long journey to live
an authentic life. Original."
De Profundis and Other Writings (Penguin Classics),No Marketing Blurb
12 Steps: A Spiritual Journey (Tools for Recovery),"A self-help guide and program for adult survivors of childhood abuse
from dysfunctional families that emphasizes the use of spiritual life
based on Biblical teachings."
Potent Charms,Phoebe has only four weeks to get married and claim her inheritance.
Who's Making That Mess? (Usborne Lift-the-Flap Book),"Colour illus lift the flap book. Find the culprit who made the mess
behind the flap."
