title,description
Romance,"In the forty-sixth installment in the best-selling, critically
acclaimed series, detective Bert Kling brings the curtain down on a
Broadway play about an actress who is slain. Reprint."
Little Hippo Lift The Flap Book (Where's Teddy) (Play with S.),9
Six men,9
King Suckerman,9
John Milton: Paradise Lost,9
Purple Pirates,9
LA Isla Inaudita,9
The Beauty Myth: How Images of Beauty Are Used Against Women,9
Coming Out Right: A Handbook for the Gay Male Beginner,9
"Seven Year Itch (Silhouette Desire, No 5837)",9
"Play Ball, Amelia Bedelia","Recolored by the original illustrator, perennial favorite Amelia
Bedelia is ready to play ball!"
"Speak!: The Best Quips, Quotes, and Anecdotes for Dog Lovers",9
Che Guevara: A Revolutionary Life,"Making use of unprecedented access to Guevara&#39;s personal archives,
his guerrilla cohorts, and Cuban government archives, an exhaustive
biography traces the life of the Latin American communist
revolutionary"
The Driftwood Beach (Harlequin Romance),"The Driftwood Beach by Samantha Harvey released on Apr 23, 1982 is
available now for purchase."
"Wild Ways (Wild Hearts) (Intimate Moments, 986)","Wild Ways by Naomi Horton released on Jan 25, 2000 is available now
for purchase."
Life on the Mississippi (Dover Thrift Editions),"The popular 19th-century humorist offers lively recollections ranging
from his salad days as a novice steamboat pilot on one of the
world&#39;s greatest rivers to views from the passenger deck in the
twilight of the river culture&#39;s heyday."
Chessmen of Doom,"Johnny and his friends must unravel the baffling riddle in Peregrine
Childermass&#39;s will--or an evil madman will unleash a force so
powerful it could destroy the world! Copyright © Libri GmbH. All
rights reserved."
Notes from a Liar and Her Dog,9
Sole Survivor : Children Who Kill Their Families,"A look at &quot;familicide&quot;--when one family member murders the
others--examines four cases from around the world and reveals that the
crime is most common in America. Original."
The Holiday,9
Jazz - Harmonielehre. Funktionsharmonik und ModalitÃ?Â¤t.,9
The City in Mind: Notes on the Urban Condition,"In a candid, biting analysis of the modern urban condition, the author
of Geography of Nowhere discusses the history of the city and city
life and assesses what makes cities great, what destroys cities, and
how to promote a civic revival in ..."
King's of the Hill/an Irreverent Look at the Men on the Mound,"The legendary pitcher looks back on the profession that brought him
fame and fortune, discussing favorite pitchers, his days as a Met,
superstition, and much more. Reprint."
A Lady of the West,"New York Times bestselling author Linda Howard sets a tale of power,
suspense, and passion in the savage New Mexico Territory."
The Angel and the Prince,"Despite herself, Ryen De Bouriez, the daughter of a French nobleman
and a talented fighter trained in the arts of war, is drawn to captive
Englishman Bryce Princeton, the dreaded Prince of Darkness. Original."
Darkover Landfall (Darkover),"When a colonial starship from Earth crashlands on an unknown planet,
the crew is unaware that they will never by able to leave"
Nine Women,"Tells the stories of women facing turning points in their lives, from
divorce to survival of a plane crash"
The shadow spy,9
"School's Out (Let's Have a Party , No 1)",9
Collins Gem French Verb Tables,9
The Federalist Papers,"Contains essays written by American founding fathers Alexander
Hamilton, James Madison, and John Jay in 1787 and 1788, in which they
present their arguments in favor of the popular ratification of the
Constitution as a new charter of ..."
Deepest Thoughts : So Deep They Squeak,"With nearly 500,000 copies sold of his previous collections, Deep
Thoughts and Deeper Thoughts, philosophizing funnyman Jack Handey (of
Saturday Night Live) once again combines soul searching with rib
tickling."
Tucson: The Life and Times of an American City,"A history of Tucson, Arizona, traces the development of this great
southwestern city from its beginning as a mud village in northern
Mexico two centuries ago to its emergence as an American metropolis."
Murder Saves Face: A Reuben Frost Mystery,"When a beautiful and talented Wall Street lawyer is found murdered in
the library of Chase &amp; Ward, a venerable law firm, Reuben Frost
moves in to uncover the dark secrets behind a seemingly routine merger"
Fair Rose (Daughters of Liberty),"Escaping to America to avoid an arranged marriage, Lady Rose Fairchild
is determined to run her father&#39;s Virginia plantation, Willow
Oaks, and meets her match in Peter Walters, a devastatingly handsome
American who also wants to run Willow ..."
The Inner Circle,"In 1940, innocent young John Milk accepts a job as an assistant to Dr.
Alfred Kinsey, an Indiana University zoologist studying human
sexuality, and takes part, along with his wife, in sexual experiments
that become ever more uninhibited."
The Knight of the Sacred Lake (The Guenevere Novels Number 2),"The kingdom of Camelot is threatened by the dark machinations of King
Arthur&#39;s devious half-sister, Morgan, and by the love affair
between Guenevere and the young knight Lancelot, as Guenevere is
forced to choose between her heart and her ..."
Shogun,"An explorer in seventeenth-century Japan, ambitious Englishman
Blackthorne encounters the powerful and power-hungry Lord Toranaga and
Catholic convert Lady Mariko. Reissue."
Cannibals in Sicily and the Bathing Huts,9
Different Loving: The World of Sexual Dominance and Submission,"Praise for Different Loving &quot;The definitive guide to the sexual
styles of those who walk on the wild side."
Murder at the Mendel (Joanne Kilbourn Mysteries (Paperback)),"As a child Joanne was friends with Sally Love and her parents, but the
friendship languished after Sally’s father died and she moved away,
eventually becoming a very controversial artist."
TALES Five: A Collection of Stories,9
"Betrayal (Northwest Territory, No 7)",9
"Love, Freedom, Aloneness: The Koan of Relationships","A thought-provoking guide discusses how the model of the traditional
family is slowly coming apart and reveals how this can be used to
redefine and revitalize the basis of human existence, which will allow
us to start over with ourselves, ..."
The Spider's Web (A Doctor Sam Ryan Mystery),9
Crystal Phoenix,9
Always a Lady,"After an accident caused by a drunk driver leaves a big scar on
Lily&#39;s face, her fianc wants to have nothing to do with her."
No Easy Answers (Harlequin Intrigue 66),9
"The Healing Power of Vitamins, Minerals, and Herbs","Lists natural treatments for more than ninety common ailments, and
discusses the benefits of vitamin supplements"
Silken Spurs,"The leader of a notorious outlaw gang, Harmony Harper kidnaps Thor
Clarke-Jarmon, a powerful, privileged, and handsome man who represents
everything Harmony hates. Original."
Les bruines de Lanester,Cycle Mary Lester 1
"Hidden Boston & Cape Cod (Hidden Boston & Cape Cod, 4th ed)","In &quot;Hidden Boston and Cape Cod&quot;, veteran travel writer
Patricia Mandell seeks out unique inns, cozy cafes, and spots where
the local proprietor creates a welcoming atmosphere and a reflection
of the local culture."
Odisea (Robot & Aliens),9
Where's Daddy's Car?,"Readers can lift the flaps on each page to find out where Daddy&#39;s
car is as he goes to work in the morning and returns home at the end
of the day."
Unterwelt.,9
The Babes in the Wood (Vintage Crime/Black Lizard),9
Lake News,"Two people fleeing from disasters in their past lives land in a rural
New Hampshire town, where they search for love and fulfillment in each
other&#39;s arms. Original."
"Plants of the Gods: Their Sacred, Healing and Hallucinogenic Powers","Sacred hallucinogens, PLANTS OF THE GODS, are beautifully illustrated
and characterized in this lexicon."
Competing in Time: Using Telecommunications for Competitive Advantage,9
Masochism: Coldness and Cruelty & Venus in Furs,"Includes &quot;Coldness and Cruelty,&quot; by Gilles Deleuze, a study
of masochism and sadism, as well as &quot;Venus in Furs,&quot; the
original novel by Leopold von Sacher-Masoch"
Don't Tell Anyone (Ballantine Reader's Circle),"A new collection of short stories by the author of The Night Inspector
explores the connections among people and asks why some succeed and
others do not. Reader&#39;s Guide included. Reprint."
Reality Therapy,9
"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",Book&#39;s ISBN also used for previous editions and printings.
"Childhood Stress: How to Raise a Healthier, Happier Child","Discusses the symptoms and causes of stress, suggests techniques for
its prevention or reduction, and tells parents how to help their
children learn to deal with stress"
Singing Family of the Cumberlands,9
Salamanders and Newts: A Complete Introduction,"Describes various species of newts and salamanders, explains the
stages of their life cycle, and tells how to house, feed, and care for
them"
"Barbie Fashion, 1959-1967 (Barbie Doll Fashion)","A history of the costumes for Barbie dolls describes and illustrates
the outfits available for each year from 1959 to 1974"
Night of Possession (Harlequin Romance),"Night Of Possession by Lilian Peake released on Dec 23, 1983 is
available now for purchase."
Scouts (Wild West in American History),9
Dear Miss Demeanor,"Murder of the high school principal is absolutely the last straw, and
Claire Malloy, in her third outing in this acclaimed mystery series,
gets a notion to do some detecting."
Fresh Cut Flowers,"A collection of thoughts lavishly illustrated with full-color art that
says more than a greeting card ever could, while expressing the beauty
of a shared friendship."
Olvidar Machu-Picchu (Gran parada),9
Fat Like Us,"In this book we meet men and women who have struggled with weight
their entire lives and who come to the Rice Diet in order to finally
conquer their unruly bodies."
Aquamarine,"Explores three hypothetical schemas that could have been the life of
swimmer Jesse Austin if she had made different choices and had not
been haunted by her loss in the Mexico City Olympics"
The Magnificent Masquerade (Regency Romance),"Kitty&#39;s father arranges for her to marry the Earl of
Edgerton&#39;s headstrong younger brother, but on the way to their
first meeting, Kitty and her mischievous maid, Emily, decide to trade
places. Reissue."
